,productID,productName,topRelevantAttributes,topAttributeDescriptions,attributeScores
0,21.0,Reach Exercise Fitness Air Bike Cycle with Moving or Stationary Handle Adjustment for Weight Loss at Home,"['quality', 'help', 'install', 'problem', 'product', 'hand', 'experience', 'assemble', 'purchase', 'support']","{'quality': ['good', 'easy', 'product', 'superb', 'build', 'assemble', 'very', 'overall', 'proper'], 'help': ['good', 'very', 'fix_properly'], 'install': ['good', 'easy', 'great', 'happy', 'not_easy', 'nd_easy', 'very', 'smart'], 'problem': ['good', 'fix'], 'product': ['good', 'easy', 'nice', 'great', 'excellent', 'bad', 'amazing', 'worth', 'friendly', 'useful'], 'hand': ['screw', 'hand_also'], 'experience': ['good', 'great', 'bad', 'wonderful', 'very', 'overall'], 'assemble': ['good', 'easy', 'nice', 'excellent', 'useful', 'assemble_successfully', 'impossible', 'assemble_easily', 'never_assemble_really', 'assemble_quickly'], 'purchase': ['good', 'great', 'worth', 'product', 'definitely'], 'support': ['good', 'nice', 'great', 'excellent', 'amazing', 'happy', 'technical', 'technician', 'timely', 'correct']}","{'quality': 0.4922222222222221, 'help': 0.41999999999999993, 'install': 0.7687528344671202, 'problem': 0.2799999999999999, 'product': 1.136388888888889, 'hand': 0.0, 'experience': 0.3866666666666666, 'assemble': 0.652222222222222, 'purchase': 0.75, 'support': 0.5399999999999999}"
0,22.0,Endless Imported Exercise Bike for Fitness (Red/Black),"['quality', 'install', 'amazon', 'good', 'item', 'product', 'time', 'assemble', 'harm', 'buy']","{'quality': ['good', 'bad', 'poor', 'cheap', 'high'], 'install': ['good', 'easy', 'worth'], 'amazon': ['unable', 'sad', 'provide', 'demotivate', 'sale', 'patheticvery'], 'good': ['overall', 'quality_vs', 'display_option'], 'item': ['good', 'perfect'], 'product': ['good', 'easy', 'bad', 'small', 'nice', 'poor', 'cheap', 'useful', 'amazing', 'not_bad'], 'time': ['long'], 'assemble': ['easy', 'difficult', 'unable', 'not_easy', 'assemble_easily', 'not_correct', 'able'], 'harm': ['screw'], 'buy': ['good', 'easy', 'bad', 'worth', 'not_bad', 'not_worth', 'not_cheap', 'avoid', 'recommend', 'not_more']}","{'quality': 0.08026666666666661, 'install': 0.6222222222222221, 'amazon': -0.25, 'good': 0.0, 'item': 0.2799999999999999, 'product': 0.28888888888888875, 'time': -0.03, 'assemble': 0.009722222222222215, 'harm': 0.0, 'buy': 0.38888888888888884}"
0,23.0,"SPARNOD FITNESS SUB-52 Upright Exercise Bike for home gym - LCD Display, Height Adjustable Seat, Compact design 4Kg Flywheel and Heart Rate Sensors Perfect Cardio Exercise Cycle Machine (Black/White)","['pay', 'installation', 'good', 'value', 'product', 'fuss', 'assemble', 'noise', 'scratch', 'buy']","{'pay': ['rs', 'extra'], 'installation': ['easy', 'not_free'], 'good': ['product'], 'value': ['work_well'], 'product': ['easy', 'good', 'nice', 'not_loose', 'strong', 'recommend'], 'fuss': ['easy', 'pretty'], 'assemble': ['easy', 'assemble_quickly', 'not_hard'], 'noise': ['terrible', 'excessive'], 'scratch': ['minor'], 'buy': ['product', 'happy']}","{'pay': 0.0, 'installation': 0.07222222222222222, 'good': 0.0, 'value': 0.0, 'product': 0.4677777777777777, 'fuss': 0.07222222222222222, 'assemble': 0.07222222222222222, 'noise': 0.0, 'scratch': -0.04000000000000001, 'buy': 0.0}"
0,24.0,"OneFitPlus OFP-1001 Stationary Handles and Backrest with Free 1 Month Diet Plan, 12 Months cult Pass and Free At Home Installation","['thank', 'bhavana', 'diet', 'training', 'fit', 'session', 'class', 'diet_provide', 'product', 'product_']","{'thank': ['special', 'fit'], 'bhavana': ['fitness_trainer'], 'diet': ['good'], 'training': ['good'], 'fit': ['thank'], 'session': ['wonderful'], 'class': ['free', 'helpful'], 'diet_provide': ['good'], 'product': ['good'], 'product_': []}","{'thank': 0.3930612244897959, 'bhavana': 0.0, 'diet': 0.2799999999999999, 'training': 0.2799999999999999, 'fit': 0.0, 'session': 0.0, 'class': 0.07999999999999999, 'diet_provide': 0.2799999999999999, 'product': 0.2799999999999999, 'product_': 0}"
0,26.0,"Lifelong LLEB102 Air Bike Exercise Machine with Stationary Handle and Back Support with Max User Weight 100Kg, Workout at Home (Free Home Installation, 6 Months Warranty, Black)","['instal', 'fit', 'realy', 'product', 'experience', 'assemble', 'air_bike', 'support', 'recommend', 'buy']","{'instal': ['little', 'difficult'], 'fit': ['padal', 'not_ask_properly'], 'realy': ['good'], 'product': ['fake', 'pathetic', 'worth', 'real', 'lifelong', 'not_lifelong', 'buy', 'not_be_really', 'not_choose'], 'experience': ['bad', 'be_really'], 'assemble': ['easy'], 'air_bike': ['good'], 'support': ['bad', 'pathetic', 'weight', 'properly'], 'recommend': ['recommend_so', 'not_choose'], 'buy': ['fake', 'nice', 'available']}","{'instal': -0.09375, 'fit': 0.0, 'realy': 0.2799999999999999, 'product': 0.37, 'experience': -0.2333333333333333, 'assemble': 0.07222222222222222, 'air_bike': 0.2799999999999999, 'support': -0.2333333333333333, 'recommend': 0.0, 'buy': 0.24}"
0,27.0,"Klikfit KF03M Indoor Air Bike Exercise Cycle with Dual Moving Arms for Home Gym Cardio Full Body Weight Loss Workout with Twister Plate - Free Installation Support , Black","['quality', 'service', 'photo_crack', 'order', 'price', 'product', 'response', 'money', 'health', 'recommend']","{'quality': ['poor', 'not_good', 'low'], 'service': ['poor'], 'photo_crack': ['not_good'], 'order': ['not_bad', 'bad', 'not_low'], 'price': ['reasonable', 'strong'], 'product': ['not_bad', 'good', 'bad', 'not_order'], 'response': ['poor'], 'money': ['loose'], 'health': ['good'], 'recommend': ['not_order']}","{'quality': -0.16000000000000003, 'service': -0.16000000000000003, 'photo_crack': 0.0, 'order': -0.2333333333333333, 'price': 0.1955555555555556, 'product': 0.046666666666666606, 'response': -0.16000000000000003, 'money': -0.0562130177514793, 'health': 0.2799999999999999, 'recommend': 0.0}"
0,28.0,"OneFitplus OFP-1000 (Flywheel: 8.8lbs, Max Weight: 110kg) Bluetooth Enabled Exercise Spin Bike with Free At Home Installation and Connected Live interactive Sessions by OneFitPlus","['thank', 'contact', 'game', 'consultation_guidance', 'adjustment', 'session', 'train_support', 'product', 'support', 'live']","{'thank': ['not_face_now', 'thank_also'], 'contact': ['contact_directly', 'contact_repeatedly'], 'game': ['enjoy', 'fitwarz'], 'consultation_guidance': ['effective', 'live'], 'adjustment': ['decent', 'limited'], 'session': ['live', 'long'], 'train_support': ['support_team'], 'product': ['excellent', 'decent', 'limited', 'exceptional', 'classy'], 'support': ['online', 'advertise'], 'live': []}","{'thank': 0.0, 'contact': 0.0, 'game': 0.2, 'consultation_guidance': 0.18818181818181814, 'adjustment': -0.0056689342403628065, 'session': 0.03818181818181818, 'train_support': 0.0, 'product': 0.004331065759637192, 'support': 0.0, 'live': 0}"
0,29.0,Reach Vision Magnetic Stationary Bike with Adjustable Professional Handlebar and Magnetic Resistance | Belt Drive Spin Bike for Home Gym Best for Indoor Cycling Workout,"['sit', 'service', 'install', 'look', 'spin', 'problem', 'product', 'installation_support', 'purchase', 'butt']","{'sit': ['not_small'], 'service': ['great', 'reach'], 'install': ['easy', 'happy'], 'look': ['good', 'easy'], 'spin': [], 'problem': ['common', 'work_fine', 'work_far', 'far'], 'product': ['good', 'easy', 'excellent', 'decent', 'great', 'bad', 'solid', 'definitely', 'recommend', 'install'], 'installation_support': ['good', 'bad', 'terrible', 'support_center'], 'purchase': ['good', 'satisfactory'], 'butt': []}","{'sit': 0.0, 'service': 0.2, 'install': 0.07222222222222222, 'look': 0.3522222222222221, 'spin': 0, 'problem': -0.15, 'product': 0.37444444444444447, 'installation_support': 0.046666666666666606, 'purchase': 0.2799999999999999, 'butt': 0}"
0,30.0,"Cockatoo CB-01 Belt Drive Mechanism Upright Exercise Bike With 1 Year Warranty, (DIY, Do It Yourself Installation)","['quality', 'hold', 'care_team', 'service', 'fit', 'waste', 'product', 'assemble', 'return', 'lose']","{'quality': ['good'], 'hold': [], 'care_team': ['nice', 'customer_care'], 'service': ['excellent'], 'fit': ['good', 'easy', 'fit_easily'], 'waste': ['return', 'assemble'], 'product': ['good', 'fool', 'defective', 'excellent', 'handy', 'assemble'], 'assemble': ['good', 'small', 'defective', 'easy'], 'return': ['small'], 'lose': []}","{'quality': 0.2799999999999999, 'hold': 0, 'care_team': 0.0, 'service': 0.0, 'fit': 0.3522222222222221, 'waste': 0.0, 'product': 0.3399999999999999, 'assemble': 0.20222222222222214, 'return': -0.15, 'lose': 0}"
0,31.0,"PowerMax Fitness BS-151 Exercise Spin Bike with 10KG Flywheel, LCD Display and Friction Braking System for Home Workout - Black","['quality', 'build', 'service', 'install', 'seat', 'price', 'fit', 'product', 'experience', 'assemble']","{'quality': ['good', 'build'], 'build': ['good', 'low', 'stable', 'build_strongly', 'make_completely', 'build_nicely', 'tough'], 'service': ['good', 'pathetic'], 'install': ['product'], 'seat': ['good', 'uncomfortable', 'pathetic', 'not_comfortable', 'slightly'], 'price': ['good', 'nice', 'worth', 'overall', 'product', 'reasonable', 'want', 'wise'], 'fit': ['fit_only'], 'product': ['good', 'nice', 'uncomfortable', 'excellent', 'efficient', 'build_strongly', 'average', 'amazing', 'far', 'satisfied'], 'experience': ['good', 'far', 'overall'], 'assemble': ['good']}","{'quality': 0.2799999999999999, 'build': 0.21518518518518512, 'service': 0.2799999999999999, 'install': 0.0, 'seat': 0.14111111111111102, 'price': 0.6999999999999998, 'fit': 0.0, 'product': 0.2499999999999999, 'experience': 0.2799999999999999, 'assemble': 0.2799999999999999}"
0,32.0,"Cockatoo CUB-01 Smart Series Magnetic Exercise Bike for Home Gym, Upright Bike (1 Year Warranty & Free Installation Assistance)","['exercise_bike', 'installation', 'help', 'good', 'price', 'appreciate', 'product', 'assemble', 'tone', 'buy']","{'exercise_bike': ['good', 'great', 'worth', 'overall'], 'installation': ['good', 'easy', 'do_easily', 'tricky'], 'help': ['good', 'not_much', 'tone', 'responsive', 'active', 'not_great', 'technician', 'appear', 'not_even', 'not_existent'], 'good': ['product', 'little', 'support', 'experience', 'design'], 'price': ['good', 'worth', 'product', 'high', 'highly'], 'appreciate': ['good', 'far'], 'product': ['good', 'easy', 'great', 'excellent', 'worth', 'amazing', 'little', 'defective', 'fantastic', 'useful'], 'assemble': ['good', 'easy', 'great', 'not_much', 'spare', 'work_fine', 'assemble_easily', 'able', 'tricky', 'work_far'], 'tone': ['help'], 'buy': ['good', 'great', 'excellent', 'worth', 'product', 'ok', 'little', 'recommend', 'cool', 'overall']}","{'exercise_bike': 0.75, 'installation': 0.3522222222222221, 'help': 0.22666666666666657, 'good': -0.09375, 'price': 0.6971999999999999, 'appreciate': 0.2799999999999999, 'product': 1.1284722222222223, 'assemble': 0.7397222222222222, 'tone': 0.0, 'buy': 1.02875}"
0,33.0,"Cockatoo CXB-05 Smart Series Foldable X-Bike with 8 Level Manual Tension, Exercise Bike (CXB-05-SkyBlue)","['quality', 'exercise_bike', 'build', 'install', 'look', 'space', 'product', 'assemble', 'recommend', 'buy']","{'quality': ['good', 'great', 'low', 'not_good', 'compact', 'poor'], 'exercise_bike': ['good', 'great', 'excellent', 'economical', 'wonderful'], 'build': ['good', 'great', 'excellent'], 'install': ['easy', 'help', 'useful', 'product'], 'look': ['good', 'easy', 'great', 'low', 'compact', 'elegant', 'quality', 'friendly', 'solid', 'not_learn_unfortunately'], 'space': ['not_much', 'not_take', 'not_more', 'occupy', 'not_require_now'], 'product': ['good', 'easy', 'nice', 'great', 'excellent', 'amazing', 'happy', 'super', 'fit', 'far'], 'assemble': ['good', 'easy', 'assemble_easily'], 'recommend': ['highly', 'recommend_definitely', 'compact', 'not_recommend', 'recommend_highly', 'recommend_well'], 'buy': ['good', 'nice', 'great', 'excellent', 'worth', 'happy', 'skeptical', 'vey_much', 'not_bad', 'not_cheap']}","{'quality': 0.3199999999999999, 'exercise_bike': 0.5099999999999999, 'build': 0.4799999999999999, 'install': 0.37222222222222223, 'look': 0.7397222222222222, 'space': 0.0, 'product': 0.9633333333333334, 'assemble': 0.3522222222222221, 'recommend': 0.07360000000000001, 'buy': 0.5}"
0,34.0,CONCEPT2 Concept 1 Bikerg Exercise Bike,"['quality', 'ride', 'seat', 'feel', 'product', 'assemble', 'purchase', 'set', 'bit', 'need']","{'quality': ['great', 'high', 'loud', 'robust', 'highly'], 'ride': ['smooth', 'super', 'pleased', 'allow_also', 'have_well', 'not_want', 'allow', 'adjust_quickly', 'sit_just', 'sit_so'], 'seat': ['hard', 'low', 'comfortable', 'new', 'angle_more', 'far', 'stiff', 'endless', 'cushy', 'forward'], 'feel': ['solid', 'suitable', 'little', 'feel_well'], 'product': ['great', 'good', 'incredible', 'tremendous'], 'assemble': ['helpful', 'able'], 'purchase': ['great', 'good', 'low', 'successful', 'guarantee'], 'set': ['extra', 'not_easy', 'helpful'], 'bit': ['great', 'surprised'], 'need': ['nice', 'far', 'not_extra', 'not_special', 'concept', 'not_need_then']}","{'quality': 0.3672, 'ride': 0.3111111111111111, 'seat': -0.11769324740915654, 'feel': 0.04375000000000001, 'product': 0.57, 'assemble': 0.1875, 'purchase': 0.5175, 'set': 0.0, 'bit': 0.21000000000000002, 'need': 0.0}"
0,35.0,"Lifeline 88-VYTU-W5JN Other Exercise Bike With Gym Bag, Sweat Belt, Tummy Trimmer and Skipping Rope, Others (Black)","['quality', 'receive', 'service', 'good', 'price', 'product', 'assemble', 'purchase', 'value', 'expect']","{'quality': ['good', 'bad', 'nice', 'not_good', 'low', 'new', 'average', 'not_worth', 'not_poor', 'inferior'], 'receive': ['worth', 'single', 'receive_already', 'pack_nicely'], 'service': ['good', 'nice', 'pathetic', 'want', 'want_immediately', 'amazon'], 'good': ['product', 'quality', 'overall'], 'price': ['good', 'low', 'cheap', 'normally'], 'product': ['good', 'bad', 'nice', 'not_good', 'free', 'happy', 'awesome', 'great', 'ok', 'average'], 'assemble': ['good', 'bad', 'not_good', 'new', 'difficult', 'assemble_easily', 'not_most', 'slight', 'not_easy'], 'purchase': ['good', 'product'], 'value': ['good', 'actual', 'combo', 'overall'], 'expect': ['not_worth', 'not_more']}","{'quality': 0.031046831955922782, 'receive': 0.21387755102040817, 'service': 0.2799999999999999, 'good': 0.0, 'price': 0.4524999999999999, 'product': 0.48666666666666664, 'assemble': -0.017842056932966102, 'purchase': 0.2799999999999999, 'value': 0.2799999999999999, 'expect': 0.0}"
0,36.0,Flexnest® Flexbike - India's 1st Smart Bluetooth Exercise Spin Bike With Classes on App - Fitness cycle for Home Gym Workout For Men & Women Exercise bike for Cardio,"['quality', 'fly', 'display', 'product', 'impression', 'time', 'assemble', 'level', 'feature', 'recommend']","{'quality': ['good', 'amazing', 'excellent'], 'fly': ['responsive', 'non'], 'display': ['not_available', 'main', 'not_main'], 'product': ['good', 'wonderful'], 'impression': ['initial'], 'time': ['not_few'], 'assemble': ['easy'], 'level': [], 'feature': ['good', 'common'], 'recommend': ['good', 'recommend_already', 'go_just']}","{'quality': 0.3399999999999999, 'fly': 0.0, 'display': 0.11111111111111112, 'product': 0.2799999999999999, 'impression': 0.0, 'time': 0.0, 'assemble': 0.07222222222222222, 'level': 0, 'feature': 0.12999999999999992, 'recommend': 0.2799999999999999}"
0,37.0,beatXP Tornado Airborne 1F Air Bike Exercise Cycle for Home |Gym Cycle for Workout With Adjustable Cushioned Seat | Non-Slip Pedals | Fixed Handles With 6 Months Warranty (Grey),"['quality', 'receive', 'serve', 'installation', 'price', 'follow', 'product', 'beat', 'assemble', 'value']","{'quality': ['good', 'not_good', 'strong', 'average'], 'receive': ['defective', 'happy', 'item_also', 'super'], 'serve': ['serve_completely', 'completely'], 'installation': ['easy', 'available', 'tough', 'free', 'irritate'], 'price': ['reasonable'], 'follow': ['pathetic'], 'product': ['good', 'defective', 'easy', 'great', 'awesome', 'nice', 'not_good', 'available', 'excellent', 'not_worth'], 'beat': ['xp', 'beat_really'], 'assemble': ['good', 'easy', 'nice', 'worthy', 'difficult', 'high', 'serve_completely', 'assemble_easy', 'not_able', 'pretty'], 'value': ['good', 'genuinely', 'not_worth', 'deffective', 'unsuitable']}","{'quality': 0.30555555555555547, 'receive': 0.11111111111111112, 'serve': 0.06, 'installation': 0.32740740740740737, 'price': 0.08000000000000002, 'follow': 0.0, 'product': 0.7922222222222222, 'beat': 0.0, 'assemble': 0.4258222222222221, 'value': 0.4799999999999999}"
0,38.0,"FITNESS WORLD Eazy Bike for Home and Gym | 8 Level Magnetic Resistance Exercise Bike With Anti-Skid Pedals, Adjustable Foot Strap(Red and Silver)","['quality', 'comfortable', 'seat', 'feel', 'good', 'reach', 'delay', 'product', 'assemble', 'customer']","{'quality': ['good', 'excellent', 'poor', 'low', 'impeccable'], 'comfortable': ['seat', 'ya'], 'seat': ['good', 'comfortable', 'miss', 'soft', 'nice', 'unfortunately', 'wide', 'plastic'], 'feel': ['great', 'nice', 'worth', 'perfect', 'superior', 'huge', 'feel_really', 'motivate', 'absolutely', 'stable'], 'good': ['seat'], 'reach': ['exercise_bike', 'manufacturing', 'immediate'], 'delay': ['inordinate'], 'product': ['good', 'excellent', 'great', 'beautiful', 'worth', 'deliver_swiftly', 'like_really', 'useful', 'specially'], 'assemble': ['be_hardly', 'able'], 'customer': ['good', 'satisfied']}","{'quality': 0.3074999999999999, 'comfortable': 0.0, 'seat': 0.3649999999999999, 'feel': 0.6000000000000001, 'good': 0.0, 'reach': 0.0, 'delay': 0.0, 'product': 1.203061224489796, 'assemble': 0.1875, 'customer': 0.2799999999999999}"
0,39.0,beatXP Typhoon Fitplus 2CM Air Bike Exercise Cycle for Home | Gym Cycle for Workout with Adjustable Cushioned Seat | Moving Handles |Back Support & Curve Frame With 6 Months Warranty (Black&Grey),"['quality', 'miss', 'exercise_cycle', 'service', 'look_bike', 'delay', 'product', 'experience', 'support', 'shipment']","{'quality': ['good', 'bad', 'not_good'], 'miss': ['miss_hence'], 'exercise_cycle': ['good'], 'service': ['good', 'poor', 'delay'], 'look_bike': ['good', 'stylish'], 'delay': ['service'], 'product': ['good', 'bad', 'faulty', 'worthy'], 'experience': ['bad'], 'support': ['satisfactory', 'provide', 'get_however', 'seat'], 'shipment': ['good']}","{'quality': 0.046666666666666606, 'miss': 0.0, 'exercise_cycle': 0.2799999999999999, 'service': 0.11999999999999988, 'look_bike': 0.2799999999999999, 'delay': 0.0, 'product': 0.046666666666666606, 'experience': -0.2333333333333333, 'support': 0.0, 'shipment': 0.2799999999999999}"
0,40.0,"Welcare WC1588 Recumbent Exercise Bike with Adjustable Seat, Magnetic Resistance, Pulse Monitor and LCD Display","['rate', 'fitness', 'machine', 'look', 'charges', 'product', 'run', 'easy', 'bearing', 'buy']","{'rate': ['important'], 'fitness': ['regimen', 'arsenal', 'physical'], 'machine': ['good', 'nice', 'wonderful', 'sturdy'], 'look': ['good', 'nice', 'sturdy'], 'charges': ['service'], 'product': ['good', 'nice', 'excellent', 'old', 'worth', 'awesome', 'describe_exactly', 'perfect', 'value_definitely', 'prompt'], 'run': ['good', 'run_smoothly'], 'easy': ['good'], 'bearing': ['new'], 'buy': ['good', 'nice', 'worth', 'careful', 'product_worth', 'not_regret', 'not_buy_all', 'conscious']}","{'rate': 0.0, 'fitness': 0.0, 'machine': 0.2799999999999999, 'look': 0.2799999999999999, 'charges': 0.0, 'product': 0.6299999999999999, 'run': 0.2799999999999999, 'easy': 0.2799999999999999, 'bearing': 0.07438016528925619, 'buy': 0.6}"
0,41.0,"DOLPHY DGBCL0003 ABS-Sprayed Steel Exercise Spinning Cycling Bike, Red & Black","['quality', 'shape', 'installation', 'help', 'build_quality', 'seat', 'product', 'experience', 'assemble', 'purchase']","{'quality': ['good', 'great', 'amazing', 'not_great', 'strong', 'fast'], 'shape': ['allow'], 'installation': ['easy', 'nice'], 'help': ['immediate', 'huge', 'instant', 'video'], 'build_quality': ['good', 'nice'], 'seat': ['good', 'easy', 'uncomfortable', 'broad', 'not_adjust_well', 'not_comfortable'], 'product': ['good', 'easy', 'great', 'nice', 'excellent', 'amazing', 'stable', 'useful', 'brilliant', 'perfect'], 'experience': ['good', 'great', 'fantastic'], 'assemble': ['easy', 'nice'], 'purchase': ['easy', 'great', 'worth', 'cool', 'want_only']}","{'quality': 0.7355555555555555, 'shape': 0.0, 'installation': 0.07222222222222222, 'help': 0.04, 'build_quality': 0.2799999999999999, 'seat': 0.3951909722222221, 'product': 0.9122222222222223, 'experience': 0.5199999999999999, 'assemble': 0.07222222222222222, 'purchase': 0.6647222222222222}"
0,42.0,BIONFIT Fitness Is Bliss ON01F Indoor Stationary Air Bike Exercise Cycle for Home Gym Cardio Full Body Weight Loss Workout - Free Video Installation Support - Black-Silver,"['quality', 'bar', 'meet', 'handle', 'self_assemble', 'good', 'product', 'seat_cover', 'arrange', 'description']","{'quality': ['good'], 'bar': [], 'meet': ['meet_adequately'], 'handle': [], 'self_assemble': ['good', 'easy'], 'good': ['quality', 'product'], 'product': ['good', 'easy', 'average', 'nice', 'not_good'], 'seat_cover': [], 'arrange': ['great', 'free'], 'description': ['wrong']}","{'quality': 0.2799999999999999, 'bar': 0, 'meet': 0.0, 'handle': 0, 'self_assemble': 0.3522222222222221, 'good': 0.0, 'product': 0.2622222222222221, 'seat_cover': 0, 'arrange': 0.28, 'description': -0.04999999999999999}"
0,43.0,Reach Cruiser Spin Exercise Bike for at Home Fitness | Indoor Exercise Cycle for weight loss with Adjustable Magnetic Resistance Perfect Home Gym Equipment,"['quality', 'look', 'promise', 'product', 'experience', 'right', 'place', 'assemble', 'noise', 'buy']","{'quality': ['nice', 'super'], 'look': ['worth', 'modern', 'not_most'], 'promise': [], 'product': ['nice', 'great', 'excellent', 'super', 'strange', 'defective', 'silent', 'hope_long'], 'experience': ['far'], 'right': ['fundamental'], 'place': ['small'], 'assemble': ['easy'], 'noise': ['absolute', 'noise'], 'buy': ['help_really', 'satisfied', 'buy_so', 'not_overall']}","{'quality': 0.11111111111111112, 'look': 0.41000000000000003, 'promise': 0, 'product': 0.26861111111111113, 'experience': 0.0, 'right': 0.0, 'place': -0.15, 'assemble': 0.07222222222222222, 'noise': 0.019999999999999997, 'buy': 0.0}"
0,44.0,Kidsmallidsmall Body Gym Exercise Cycle for Weight Loss at Home 1001,"['quality', 'service', 'install', 'look', 'good', 'assist', 'seller', 'product', 'assemble', 'buy']","{'quality': ['good', 'bad', 'overall', 'build', 'cheap'], 'service': [], 'install': ['easy'], 'look': ['good', 'decent', 'great', 'product', 'overall', 'not_manuel', 'quality'], 'good': ['product', 'overall', 'build'], 'assist': ['assist_well'], 'seller': ['friendly', 'assure'], 'product': ['good', 'easy', 'excellent', 'great', 'amazing', 'recommend', 'assemble'], 'assemble': ['good', 'easy', 'worth', 'hard', 'support', 'assist_well', 'help_also', 'assemble_patiently'], 'buy': ['decent', 'worth', 'not_regret']}","{'quality': 0.16666666666666663, 'service': 0, 'install': 0.07222222222222222, 'look': 0.5355555555555556, 'good': 0.0, 'assist': 0.0, 'seller': 0.1875, 'product': 0.6122222222222222, 'assemble': 0.48854166666666654, 'buy': 0.3255555555555556}"
0,45.0,"Reach Contempo Foldable Exercise Cycle Perfect for Home Gym | X-Bike with Back Support, Hand Support and Resistance Rope. Best Exercise Bike for Full Body Cardio Workouts.","['quality', 'shape', 'receive', 'installation', 'reach', 'space', 'product', 'assemble', 'value', 'buy']","{'quality': ['good', 'excellent', 'amazing', 'high', 'bad', 'very'], 'shape': ['good', 'precisely'], 'receive': ['excellent', 'intact', 'work_fine'], 'installation': ['good', 'nice', 'fast', 'free', 'fantastic', 'not_free', 'convenient', 'provide', 'file_also'], 'reach': ['happy', 'product', 'reach_before', 'reach_ahead', 'reach_well', 'give_finally', 'give_so', 'thank', 'not_just', 'not_back'], 'space': ['useful', 'very'], 'product': ['good', 'nice', 'excellent', 'heavy', 'amazing', 'worth', 'work_well', 'strong', 'fast', 'superb'], 'assemble': ['easily', 'excellent', 'smooth', 'sturdy', 'assemble_also', 'very'], 'value': ['good', 'nice', 'comfortable', 'product', 'sturdy', 'functional', 'very'], 'buy': ['good', 'worth', 'sure', 'not_think_much', 'not_think_really']}","{'quality': 0.3202666666666666, 'shape': 0.3599999999999999, 'receive': 0.0, 'installation': 0.4799999999999999, 'reach': 0.0, 'space': 0.43999999999999995, 'product': 0.7055555555555555, 'assemble': 0.41222222222222227, 'value': 0.4999999999999999, 'buy': 0.6055555555555555}"
